Log File,Best Loss
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_17.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_15.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
/cfs/earth/scratch/kieffleo/OHPC_da_vi_le_lu/logs/array_tune_99168_9.err,593.091900
